fsize,func_elapsed,fwrite_elapsed,provider,lang
10240,0.0310001373291,0.0,azure,python
10240,0.018000125885,0.018000125885,azure,python
10240,0.0160000324249,0.0,azure,python
10240,1.30899977684,1.30899977684,azure,python
10240,0.900000095367,0.884999990463,azure,python
10240,0.87700009346,0.860000133514,azure,python
10240,1.04799985886,1.04799985886,azure,python
10240,0.945000171661,0.930000066757,azure,python
10240,0.827000141144,0.827000141144,azure,python
10240,0.726000070572,0.726000070572,azure,python
10240,0.077999830246,0.077999830246,azure,python
10240,0.0169999599457,0.0169999599457,azure,python
10240,0.0320000648499,0.0130000114441,azure,python
10240,0.0299999713898,0.0160000324249,azure,python
10240,0.0309998989105,0.0119998455048,azure,python
10240,0.0190000534058,0.0190000534058,azure,python
10240,0.0150001049042,0.0150001049042,azure,python
10240,0.0299999713898,0.0159997940063,azure,python
10240,1.26600003242,1.25099992752,azure,python
10240,0.0160000324249,0.0,azure,python
10240,0.0309998989105,0.0139999389648,azure,python
10240,0.0130000114441,0.0130000114441,azure,python
10240,0.0160000324249,0.0,azure,python
10240,0.0120000839233,0.0,azure,python
10240,0.0169999599457,0.0169999599457,azure,python
10240,1.10299992561,1.10299992561,azure,python
10240,0.927999973297,0.927999973297,azure,python
10240,0.819999933243,0.799999952316,azure,python
10240,0.0160000324249,0.0,azure,python
10240,0.0929999351501,0.0789999961853,azure,python
10240,0.0150001049042,0.0150001049042,azure,python
10240,0.0150001049042,0.0,azure,python
10240,0.0299999713898,0.018000125885,azure,python
10240,0.0119998455048,0.0119998455048,azure,python
10240,0.0149998664856,0.0,azure,python
10240,0.0309998989105,0.0130000114441,azure,python
10240,0.837999820709,0.820999860764,azure,python
10240,1.07899999619,1.06599998474,azure,python
10240,0.359999895096,0.359999895096,azure,python
10240,0.0190000534058,0.0190000534058,azure,python
10240,0.490999937057,0.490999937057,azure,python
10240,0.0309998989105,0.0159997940063,azure,python
10240,0.0309998989105,0.0179998874664,azure,python
10240,0.0160000324249,0.0160000324249,azure,python
10240,0.0309998989105,0.0149998664856,azure,python
10240,0.0299999713898,0.0120000839233,azure,python
10240,0.0169999599457,0.0,azure,python
10240,0.0150001049042,0.0150001049042,azure,python
10240,0.0310001373291,0.0160000324249,azure,python
10240,0.0130000114441,0.0130000114441,azure,python
10240,0.884999990463,0.860000133514,azure,python
10240,0.0160000324249,0.0160000324249,azure,python
10240,0.0160000324249,0.0160000324249,azure,python
10240,0.0199999809265,0.0199999809265,azure,python
10240,0.0300002098083,0.0170001983643,azure,python
10240,0.457999944687,0.457999944687,azure,python
10240,0.0309998989105,0.0150001049042,azure,python
10240,0.0170001983643,0.0170001983643,azure,python
10240,0.0169999599457,0.0169999599457,azure,python
10240,0.0150001049042,0.0150001049042,azure,python
10240,0.029000043869,0.0160000324249,azure,python
10240,0.81299996376,0.798000097275,azure,python
10240,0.0299999713898,0.0169999599457,azure,python
10240,0.0309998989105,0.0160000324249,azure,python
10240,0.0160000324249,0.0,azure,python
10240,0.0160000324249,0.0,azure,python
10240,0.0320000648499,0.0130000114441,azure,python
10240,0.0169999599457,0.0169999599457,azure,python
10240,1.02900004387,1.01399993896,azure,python
10240,0.0120000839233,0.0,azure,python
10240,0.0149998664856,0.0149998664856,azure,python
10240,0.029000043869,0.0160000324249,azure,python
10240,0.0119998455048,0.0119998455048,azure,python
10240,0.0120000839233,0.0,azure,python
10240,0.0150001049042,0.0150001049042,azure,python
10240,0.018000125885,0.0,azure,python
10240,0.0340001583099,0.00999999046326,azure,python
10240,0.0179998874664,0.0179998874664,azure,python
10240,0.0150001049042,0.0,azure,python
10240,0.018000125885,0.0,azure,python
10240,0.0299999713898,0.0299999713898,azure,python
10240,0.029000043869,0.0160000324249,azure,python
10240,0.0160000324249,0.0160000324249,azure,python
10240,0.0289998054504,0.00999999046326,azure,python
10240,0.0190000534058,0.0190000534058,azure,python
10240,0.0309998989105,0.0150001049042,azure,python
10240,0.0149998664856,0.0,azure,python
10240,0.875,0.875,azure,python
10240,0.0320000648499,0.018000125885,azure,python
10240,0.0160000324249,0.0,azure,python
10240,0.0160000324249,0.0160000324249,azure,python
10240,0.0299999713898,0.0149998664856,azure,python
10240,0.0140001773834,0.0,azure,python
10240,0.0120000839233,0.0,azure,python
10240,0.0169999599457,0.0,azure,python
10240,0.0220000743866,0.0120000839233,azure,python
10240,0.0160000324249,0.0,azure,python
10240,0.0169999599457,0.0,azure,python
10240,0.0149998664856,0.0,azure,python
10240,0.691999912262,0.677000045776,azure,python
