fsize,func_elapsed,fwrite_elapsed,provider,lang
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0150001049042,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0150001049042,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0160000324249,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0119998455048,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.00999999046326,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0179998874664,0.0,azure,python
1,0.0150001049042,0.0150001049042,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0150001049042,0.0150001049042,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0189998149872,0.0,azure,python
1,0.0,0.0,azure,python
1,0.010999917984,0.010999917984,azure,python
1,0.0190000534058,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0160000324249,0.0160000324249,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0150001049042,0.0,azure,python
1,0.0170001983643,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0160000324249,0.0160000324249,azure,python
1,0.0,0.0,azure,python
1,0.0139999389648,0.0,azure,python
1,0.00999999046326,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0150001049042,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0130000114441,0.0,azure,python
1,0.0160000324249,0.0160000324249,azure,python
1,0.0149998664856,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0190000534058,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0199999809265,0.0,azure,python
1,0.0,0.0,azure,python
1,0.0,0.0,azure,python
