fsize,func_elapsed,fwrite_elapsed,provider,lang
102400,0.004461201,0.000778800,azure,javascript
102400,0.0045548,0.000776,azure,javascript
102400,0.004523499,0.000815901,azure,javascript
102400,0.004512099,0.000761701,azure,javascript
102400,0.008188901,0.004424801,azure,javascript
102400,0.004507001,0.000791800,azure,javascript
102400,0.0047342,0.0007803,azure,javascript
102400,0.005739099,0.000804299,azure,javascript
102400,0.008347699,0.000796699,azure,javascript
102400,0.005929199,0.0007726,azure,javascript
102400,0.005031401,0.0008187,azure,javascript
102400,0.005004499,0.000775400,azure,javascript
102400,0.004616699,0.000755401,azure,javascript
102400,0.004622101,0.000801201,azure,javascript
102400,0.0046119,0.0008262,azure,javascript
102400,0.011459200,0.0008237,azure,javascript
102400,0.006261199,0.000828799,azure,javascript
102400,0.011011001,0.005036700,azure,javascript
102400,0.004532401,0.0007715,azure,javascript
102400,0.004442799,0.000761600,azure,javascript
102400,0.004622100,0.000777499,azure,javascript
102400,0.004471101,0.000749000,azure,javascript
102400,0.0046115,0.000791800,azure,javascript
102400,0.004512399,0.000834701,azure,javascript
102400,0.004462199,0.0007596,azure,javascript
102400,0.004569799,0.0008111,azure,javascript
102400,0.005809600,0.000767399,azure,javascript
102400,0.008722,0.0010857,azure,javascript
102400,0.004434301,0.0007577,azure,javascript
102400,0.004455501,0.000770499,azure,javascript
102400,0.004462499,0.000746699,azure,javascript
102400,0.0083662,0.0046144,azure,javascript
102400,0.1474973,0.143818099,azure,javascript
102400,0.008270401,0.004549,azure,javascript
102400,0.009303200,0.001729501,azure,javascript
102400,0.0082693,0.0007837,azure,javascript
102400,0.004821499,0.000736699,azure,javascript
102400,0.005004699,0.0007923,azure,javascript
102400,0.008173601,0.004469900,azure,javascript
102400,0.0083426,0.000787400,azure,javascript
102400,0.00478,0.0007669,azure,javascript
102400,0.008356199,0.0046698,azure,javascript
102400,0.004439,0.000743399,azure,javascript
102400,0.008912100,0.0007871,azure,javascript
102400,0.0048471,0.000786299,azure,javascript
102400,0.0095175,0.005558799,azure,javascript
102400,0.0045293,0.000774801,azure,javascript
102400,0.005064200,0.000886600,azure,javascript
102400,0.004906599,0.0011429,azure,javascript
102400,0.0049427,0.000778101,azure,javascript
102400,0.0044874,0.000769999,azure,javascript
102400,0.004477599,0.000765999,azure,javascript
102400,0.0051796,0.0010053,azure,javascript
102400,0.004545400,0.000774701,azure,javascript
102400,0.006629199,0.000938100,azure,javascript
102400,0.0044545,0.000757600,azure,javascript
102400,0.0083029,0.004424899,azure,javascript
102400,0.0082267,0.000815999,azure,javascript
102400,0.00492,0.000765401,azure,javascript
102400,0.0070063,0.003276801,azure,javascript
102400,0.008318901,0.0007791,azure,javascript
102400,0.004466399,0.000774299,azure,javascript
102400,0.004557999,0.00076,azure,javascript
102400,0.005141799,0.000980899,azure,javascript
102400,0.004553399,0.000790299,azure,javascript
102400,0.004480699,0.000760600,azure,javascript
102400,0.0088375,0.000794100,azure,javascript
102400,0.008937599,0.0015066,azure,javascript
102400,0.004568101,0.000857701,azure,javascript
102400,0.004687201,0.0007747,azure,javascript
102400,0.004472,0.000774299,azure,javascript
102400,0.004472700,0.000769701,azure,javascript
102400,0.008343201,0.000778599,azure,javascript
102400,0.0044796,0.000767599,azure,javascript
102400,0.0050689,0.001274201,azure,javascript
102400,0.010085199,0.005229999,azure,javascript
102400,0.0044798,0.000760199,azure,javascript
102400,0.178829501,0.175083101,azure,javascript
102400,0.008751799,0.0045351,azure,javascript
102400,0.009055500,0.0045448,azure,javascript
102400,0.004619501,0.000777,azure,javascript
102400,0.0045264,0.000770400,azure,javascript
102400,0.005519100,0.001746300,azure,javascript
102400,0.004494201,0.000769599,azure,javascript
102400,0.0044701,0.0007609,azure,javascript
102400,0.0083094,0.004566199,azure,javascript
102400,0.004512601,0.000778800,azure,javascript
102400,0.004604201,0.0007494,azure,javascript
102400,0.004578201,0.000785900,azure,javascript
102400,0.005763701,0.000761699,azure,javascript
102400,0.008986300,0.004603901,azure,javascript
102400,0.009815,0.001306399,azure,javascript
102400,0.005327399,0.001614001,azure,javascript
102400,0.0045716,0.000773999,azure,javascript
102400,0.0050418,0.000810799,azure,javascript
102400,0.004889800,0.000759099,azure,javascript
102400,0.009334100,0.0052822,azure,javascript
102400,0.004997999,0.0011655,azure,javascript
102400,0.0045675,0.000840300,azure,javascript
102400,0.0081732,0.0007843,azure,javascript
